Title,Tags,Link,With Code,matched_keywords,performance issue,factor,description,tag,problems root causes,how to fix,label_1,label_2,final_label
Android Studio AdRequest on screen unlock causes app ui freeze,"android,admob,screen,freeze,unlock",https://stackoverflow.com/questions/70900310/android-studio-adrequest-on-screen-unlock-causes-app-ui-freeze,True,UI freeze,Responsiveness,Main Thread,,,,,1,1,1
How to remove memory leaks in android studio using leak canary,"android,memory-leaks,leakcanary",https://stackoverflow.com/questions/70897242/how-to-remove-memory-leaks-in-android-studio-using-leak-canary,True,memory leak,Memory Consumption,"Fragment
View",,,,,1,1,1
"RxJava Single - Getting a memory leak, how to correctly unsubscribe?","java,android,rx-java,rx-java2,leakcanary",https://stackoverflow.com/questions/70877643/rxjava-single-getting-a-memory-leak-how-to-correctly-unsubscribe,True,memory leak,Memory Consumption,"Background Thread
Fragment",,,,,1,1,1
Android Application unresponsive - looping between MainActivity onpause and onresume seemingly jumping to handle navigation bar,"java,android",https://stackoverflow.com/questions/70780323/android-application-unresponsive-looping-between-mainactivity-onpause-and-onre,True,unresponsive,Responsiveness,"Activity
View
Main Thread",,,,,1,1,1
Does a large amount of extraBufferCapacity in the SharedFlow cause memory leak?,"android,kotlin,kotlin-coroutines,kotlin-flow,kotlin-sharedflow",https://stackoverflow.com/questions/70742082/does-a-large-amount-of-extrabuffercapacity-in-the-sharedflow-cause-memory-leak,True,memory leak,Memory Consumption,"Massive Data
Object Creation",,,,,1,1,1
How to avoid out of memory exception during processing large number of bitmaps?,"android,exception,crash,out-of-memory",https://stackoverflow.com/questions/70684937/how-to-avoid-out-of-memory-exception-during-processing-large-number-of-bitmaps,True,out of memory,Memory Consumption,"Object Creation
Image",,,,,1,1,1
Restrict background data usage,"android,vpn,android-management-api,android-data-usage",https://stackoverflow.com/questions/70589021/restrict-background-data-usage,True,data usage,Internet Data Usage,HTTP Request,,,,,1,1,1
Memory leak with Location update with fusedLocationProvider,"android,memory-leaks,geolocation,google-location-services",https://stackoverflow.com/questions/70554165/memory-leak-with-location-update-with-fusedlocationprovider,True,memory leak,Memory Consumption,Object Creation,,,,,1,1,1
&quot;top&quot; command on Android 11 seems to return wrong cpu usage,"android,linux,shell,command-line-interface",https://stackoverflow.com/questions/70549212/top-command-on-android-11-seems-to-return-wrong-cpu-usage,True,cpu usage,CPU Usage,No,,,,,0,1,1
Memory Leak in MessageQueue in android?,"java,android,memory-leaks,message-queue,leakcanary",https://stackoverflow.com/questions/70483976/memory-leak-in-messagequeue-in-android,True,memory leak,Memory Consumption,Activity,"Most likely, you have a piece a code that keeps rescheduling itself as a postDelayed on the main thread, even after the activity is destroyed. That callback needs to be canceled in onDestroy()",new factor,,,1,1,1
OkHttp ANR at okhttp3.internal.http2.Http2Stream.waitForIo$okhttp(Http2Stream.kt:716),"android,okhttp",https://stackoverflow.com/questions/70391371/okhttp-anr-at-okhttp3-internal-http2-http2stream-waitforiookhttphttp2stream-kt,True, ANR ,Responsiveness,HTTP Request,,,,,1,1,1
Android ANR on Draw Bitmap to Canvas,"android,kotlin,canvas,bitmap,colormatrix",https://stackoverflow.com/questions/70289035/android-anr-on-draw-bitmap-to-canvas,True, ANR ,Responsiveness,"Main Thread
Image",,,,,1,1,1
Android Java Base64.encodeToString out of memory issue when encode byte array to base64 string,"java,android,base64,encode",https://stackoverflow.com/questions/70284453/android-java-base64-encodetostring-out-of-memory-issue-when-encode-byte-array-to,True,out of memory,Memory Consumption,"Object Creation
Image",,,,,1,1,1
How to reduce expo apk size for android?,"android,react-native,expo",https://stackoverflow.com/questions/70241252/how-to-reduce-expo-apk-size-for-android,True,apk size,Storage Consumption,"Third-Party Library
Resource
Image",,,,,1,1,1
Memory leaks when using static context items in android,"android,kotlin,memory-leaks,android-context,groupie",https://stackoverflow.com/questions/70058797/memory-leaks-when-using-static-context-items-in-android,True,memory leak,Memory Consumption,Data Type,"Static UI elements make no sense in Android First off, UI objects are bound to a specific Activity. They can't be used from other activities or displayed outside of their Activity. So making them static doesn't bring value

Secondly, this will always be a memory leak. Each view has a reference to its Activity. Putting an Activity in a static variable means it can't be garbage collected, because there's a valid reference to it. That will basically cause every variable in that Activity to leak. Including the UI elements, which tend to be memory hungry (each image takes 4 bytes per pixel).
",new factor,"UI objects are bound to a specific Activity and cannot be used or displayed in other Activity.
Therefore, there is no real value in setting them as static.
Each View has a reference to its Activity.
Storing an Activity in a static variable means that the Activity cannot be rubbish collected because there is a valid reference to it.
This causes all variables in the Activity to leak, including memory-hungry UI elements (e.g. images that take up 4 bytes per pixel).",,1,1,1
What could be causing an ANR on setText on a TextView?,"android,android-anr-dialog",https://stackoverflow.com/questions/70035394/what-could-be-causing-an-anr-on-settext-on-a-textview,True, ANR ,Responsiveness,"Text Handling
Main Thread",,,,,1,1,1
Asynctask Memory Leak Warning Android,"android,memory-leaks,android-asynctask",https://stackoverflow.com/questions/69995118/asynctask-memory-leak-warning-android,True,memory leak,Memory Consumption,AsyncTask,"I have created as asynctask to upload data to a server as below. But it shows this warning eaxctly at class AsyncTaskUploadClass. ""This AsyncTask class should be static or leaks might occurs......"" I have read and tried the weak reference style but i am unable to integrate it in this code.

It's in the nature of inner classes of Java- a class within a class has a hidden reference to the parent instance. That can cause memory leaks. The way to avoid that is to make it a static inner class- static class Foo. This will cause it to remove the hidden reference, but the inner class will no longer be able to reference functions or member variables of the parent.

More practically- this type of AsyncTask, while it technically can cause a temporary leak, is fairly safe as long as the doInBackground function terminates in a reasonable amount of time. For this class, if imageProcessClass.ImageHttpReques() runs and terminates (with either a timeout error or by finishing its work) in a reasonable amount of time it isn't a leak worry- it just that the parent class, which looks like an Activity, will not be freed until it does so. So it will force the parent class to stick around for a second or two longer than needed if the Activity is finished but the request is processing.",,,,1,1,1
There is a memory leak in One of My activities due to mLoadedApk. I have used LeakCanary. But not able to understand it,"android,memory-leaks,leakcanary,java-memory-leaks",https://stackoverflow.com/questions/69909684/there-is-a-memory-leak-in-one-of-my-activities-due-to-mloadedapk-i-have-used-le,True,memory leak,Memory Consumption,"Activity
Service",,,,,1,1,1
Admob interstitial ad latency issues when loading ad,"android,admob",https://stackoverflow.com/questions/69785935/admob-interstitial-ad-latency-issues-when-loading-ad,True,latency,Responsiveness,AsyncTask,,,,,1,1,1
Android Server Response time variable&#39; s Time zone change to device location&#39;s Time zone,"android,datetime,timezone,simpledateformat,timestamp-with-timezone",https://stackoverflow.com/questions/69727605/android-server-response-time-variable-s-time-zone-change-to-device-locations-t,True,response time,No,No,,,,,0,0,0
Why do I get an ANR when I close my android App with a service and a TMultiView in drawer-mode,"android,delphi,firemonkey",https://stackoverflow.com/questions/69721537/why-do-i-get-an-anr-when-i-close-my-android-app-with-a-service-and-a-tmultiview,True, ANR ,Responsiveness,"Service
Resource",,,,,1,1,1
SHELL_UNRESPONSIVE,android,https://stackoverflow.com/questions/69718851/shell-unresponsive,True,unresponsive,Responsiveness,No,,,,,1,1,1
Is it ok to use gson for persisted data storage in android,"android,json,database,gson,persistence",https://stackoverflow.com/questions/69672842/is-it-ok-to-use-gson-for-persisted-data-storage-in-android,True,data storage,No,No,,,,,0,0,0
How do I remove this firebase listener in OnDestroy to reduce memory leaks?,"java,android,firebase,firebase-realtime-database,google-cloud-platform",https://stackoverflow.com/questions/69642621/how-do-i-remove-this-firebase-listener-in-ondestroy-to-reduce-memory-leaks,True,memory leak,Memory Consumption,"Service
Activity",,,,,1,1,1
ViewBinding APK size impact,"android,apk,android-viewbinding",https://stackoverflow.com/questions/69631579/viewbinding-apk-size-impact,True,apk size,Storage Consumption,"Resource
Configuration",,,,,1,1,1
How to avoid memory leaks in Android/Kotlin activities,"android,kotlin,memory-leaks",https://stackoverflow.com/questions/69614025/how-to-avoid-memory-leaks-in-android-kotlin-activities,True,memory leak,Memory Consumption,Activity,,check,,,1,1,1
How to reduce APK size of PDF Reader in Android? - Java,"java,android,pdf,storage",https://stackoverflow.com/questions/69570315/how-to-reduce-apk-size-of-pdf-reader-in-android-java,True,apk size,No,No,,,,,0,0,0
android ANR in Native method ThreadedRenderer.nSyncAndDrawFrame,"android,android-source",https://stackoverflow.com/questions/69544547/android-anr-in-native-method-threadedrenderer-nsyncanddrawframe,True, ANR ,Responsiveness,Resource,,,,,1,1,1
Android Out Of Memory Error Crash - Tombstone Interpretation,"android,google-maps,sigabrt,tombstone,targetsdkversion",https://stackoverflow.com/questions/69453410/android-out-of-memory-error-crash-tombstone-interpretation,True,out of memory,Memory Consumption,No,,,,,1,1,1
Firebase plugins cause fat APK size - Flutter,"android,firebase,flutter",https://stackoverflow.com/questions/69408963/firebase-plugins-cause-fat-apk-size-flutter,True,apk size,Storage Consumption,Configuration,,example,,,1,1,1
Android Memory Leak With Fragments,"android,android-fragments,memory-leaks",https://stackoverflow.com/questions/49513726/android-memory-leak-with-fragments,True,memory leak,Memory Consumption,"Fragment
Database Operation",,,,,1,1,1
Unusual memory consumption in working with fragments,"java,android,android-fragments,memory-management,out-of-memory",https://stackoverflow.com/questions/49508583/unusual-memory-consumption-in-working-with-fragments,True,memory consumption,Memory Consumption,Fragment,,,,,1,1,1
How ANR dialogs shows while MainThread is in Blocked state,android,https://stackoverflow.com/questions/49423123/how-anr-dialogs-shows-while-mainthread-is-in-blocked-state,True, ANR ,No,No,,,,,0,0,0
Android cannot find the memory leak,"android,memory-leaks",https://stackoverflow.com/questions/49406856/android-cannot-find-the-memory-leak,True,memory leak,Memory Consumption,"Object Creation
Massive Data
Database Operation",,,,,1,1,1
I have a memory leak and can&#39;t find it,"java,android,firebase,android-fragments,memory-leaks",https://stackoverflow.com/questions/49347060/i-have-a-memory-leak-and-cant-find-it,True,memory leak,Memory Consumption,"Service
Image
Fragment",,,,,1,1,1
